Profession,Language,Translated Job Description,Translated Resume
Truck Drivers,el,"Χρησιμοποιήστε με ασφάλεια φορτηγά για τη μεταφορά εμπορευμάτων μεταξύ συγκεκριμένων τοποθεσιών. Εξασφαλίστε έγκαιρες παραδόσεις ακολουθώντας καθιερωμένες διαδρομές και κανονισμούς. Παρακολουθήστε την κατάσταση του οχήματος, εκτελέστε μικρές επισκευές και διατηρήστε τη σχετική τεκμηρίωση. Επικοινωνήστε με τους αποστολείς, τους πελάτες και το προσωπικό της εφοδιαστικής αλυσίδας για ομαλές λειτουργίες.",Mike Johnson: Έμπειρος οδηγός φορτηγών με 12 χρόνια μεταφοράς εμπορευμάτων σε όλη τη χώρα για τη Swift Transports. Διατηρεί ένα 100% αρχείο ασφάλειας και τηρεί με συνέπεια τις προθεσμίες παράδοσης. Ικανός σε προηγμένο λογισμικό πλοήγησης και συντήρηση οχημάτων. Αναγνωρίστηκε δύο φορές για τέλεια παρακολούθηση και δέσμευση στο καθήκον.
Truck Drivers,gu,"નિર્દિષ્ટ સ્થાનો વચ્ચે માલ પરિવહન કરવા માટે સુરક્ષિત રીતે ટ્રક ચલાવો. સ્થાપિત માર્ગો અને નિયમોનું પાલન કરતી વખતે સમયસર ડિલિવરીની ખાતરી કરો. વાહનની સ્થિતિનું નિરીક્ષણ કરો, નાના સમારકામ કરો અને સંબંધિત દસ્તાવેજીકરણ જાળવો. સરળ કામગીરી માટે ડિસ્પેચર્સ, ગ્રાહકો અને સપ્લાય ચેઇન કર્મચારીઓ સાથે વાતચીત કરો.",માઇક જોહ્નસન: સ્વીફ્ટ ટ્રાન્સપોર્ટ્સ માટે દેશભરમાં માલ પરિવહન 12 વર્ષ સાથે અનુભવી ટ્રક ડ્રાઈવર. 100% સલામતી રેકોર્ડ જાળવી રાખ્યો અને ડિલિવરી ડેડલાઇનને સતત પૂર્ણ કરી. અદ્યતન નેવિગેશન સ softwareફ્ટવેર અને વાહન જાળવણીમાં નિપુણ. સંપૂર્ણ હાજરી અને ફરજ પ્રત્યેની પ્રતિબદ્ધતા માટે બે વાર માન્યતા આપવામાં આવી.
Truck Drivers,ht,"San danje opere kamyon pou transpòte machandiz ant kote ki espesifye. Asire livrezon alè pandan y ap konfòme yo ak wout etabli ak règleman. Siveye kondisyon machin, fè reparasyon minè, epi kenbe dokimantasyon ki enpòtan. Kominike avèk dispechè, kliyan, ak pèsonèl chèn ekipman pou operasyon lis.",Mike Johnson: Chofè kamyon sezonman ak 12 ane transpòte machandiz atravè peyi a pou Transpòte Swift. Kenbe yon dosye sekirite 100% ak toujou rankontre dat limit livrezon. Konpetan nan lojisyèl navigasyon avanse ak antretyen machin. De fwa rekonèt pou prezans pafè ak angajman nan devwa.
Truck Drivers,he,"הפעל בבטחה משאיות להובלת סחורות בין מיקומים שצוינו. הקפידו על משלוחים בזמן תוך הקפדה על מסלולים ותקנות שנקבעו. לפקח על מצב הרכב, לבצע תיקונים קלים ולשמור על תיעוד רלוונטי. תקשר עם שולחים, לקוחות ואנשי שרשרת האספקה לפעולה חלקה.",מייק ג'ונסון: נהג משאית מנוסה עם 12 שנות הובלת סחורות ברחבי הארץ עבור סוויפט טרנספורט. שמר על שיא בטיחות של 100% ועמד בעקביות במועדי אספקה. בקיא בתוכנת ניווט מתקדמת ותחזוקת רכב. הוכר פעמיים בזכות נוכחות מושלמת ומחויבות לחובה.
Truck Drivers,hi,"निर्दिष्ट स्थानों के बीच माल ले जाने के लिए ट्रकों को सुरक्षित रूप से संचालित करें। स्थापित मार्गों और विनियमों का पालन करते हुए समय पर डिलीवरी सुनिश्चित करें। वाहन की स्थिति की निगरानी करें, मामूली मरम्मत करें और प्रासंगिक दस्तावेज़ीकरण बनाए रखें। सुचारू संचालन के लिए डिस्पैचर्स, ग्राहकों और सप्लाई चेन कर्मियों के साथ संवाद करें।","माइक जॉनसन: अनुभवी ट्रक ड्राइवर, जो स्विफ्ट ट्रांसपोर्ट के लिए देश भर में 12 साल से माल की ढुलाई कर रहा है। 100% सुरक्षा रिकॉर्ड बनाए रखा और डिलीवरी की समय सीमा को लगातार पूरा किया। उन्नत नेविगेशन सॉफ़्टवेयर और वाहन रखरखाव में कुशल। दो बार पूर्ण उपस्थिति और कर्तव्य के प्रति प्रतिबद्धता के लिए पहचाने जाते हैं।"
Truck Drivers,hu,"Biztonságos teherautók üzemeltetése áruk szállítására meghatározott helyek között. Biztosítsa az időben történő szállítást a megállapított útvonalak és előírások betartása mellett. Figyelje a jármű állapotát, végezzen kisebb javításokat, és tartsa fenn a vonatkozó dokumentációt. Kommunikáljon diszpécserekkel, ügyfelekkel és az ellátási lánc személyzetével a zökkenőmentes működés érdekében.","Mike Johnson: Tapasztalt teherautó-sofőr, aki 12 éve szállított árukat országszerte a Swift Transports számára. 100% -os biztonsági rekordot tartott fenn, és következetesen betartja a szállítási határidőket. Jellemző a fejlett navigációs szoftverekben és a jármű karbantartásában. Kétszer elismerték a tökéletes részvételért és a szolgálat iránti elkötelezettségért."
Truck Drivers,id,"Mengoperasikan truk dengan aman untuk mengangkut barang antara lokasi tertentu. Pastikan pengiriman tepat waktu sambil mematuhi rute dan peraturan yang ditetapkan. Memantau kondisi kendaraan, melakukan perbaikan kecil, dan memelihara dokumentasi yang relevan. Berkomunikasi dengan operator, pelanggan, dan personel rantai pasokan untuk kelancaran operasi.",Mike Johnson: Pengemudi Truk Berpengalaman dengan 12 tahun mengangkut barang di seluruh negeri untuk Swift Transports. Mempertahankan catatan keamanan 100% dan secara konsisten memenuhi tenggat waktu pengiriman. Mahir dalam perangkat lunak navigasi canggih dan perawatan kendaraan. Dua kali diakui untuk kehadiran yang sempurna dan komitmen untuk bertugas.
Truck Drivers,it,"Utilizza in sicurezza i camion per trasportare merci tra luoghi specifici. Garantisci consegne puntuali rispettando percorsi e regolamenti stabiliti. Monitora le condizioni del veicolo, esegui piccole riparazioni e conserva la documentazione pertinente. Comunica con spedizionieri, clienti e personale della catena di fornitura per operazioni senza intoppi.",Mike Johnson: camionista esperto con 12 anni di trasporto merci in tutto il paese per Swift Transports. Ha mantenuto un record di sicurezza al 100% e ha rispettato costantemente i termini di consegna. Competente nel software di navigazione avanzato e nella manutenzione dei veicoli. Riconosciuto due volte per la perfetta partecipazione e l'impegno nel servizio.
Truck Drivers,ja,トラックを安全に操作して、指定された場所間で商品を輸送します。確立されたルートと規制を順守しながら、タイムリーな配送を確保します。車両の状態を監視し、軽微な修理を行い、関連文書を管理します。配車担当者、顧客、サプライチェーンの担当者と連絡を取り、円滑な運用を実現します。,マイク・ジョンソン：Swift Transportsで12年間全国に商品を輸送してきたベテランのトラックドライバー。100% の安全記録を維持し、一貫して納期を守りました。高度なナビゲーションソフトウェアと車両メンテナンスに長けている。完璧な出席率と職務への献身が二度認められました。
Truck Drivers,kn,"ನಿರ್ದಿಷ್ಟಪಡಿಸಿದ ಸ್ಥಳಗಳ ನಡುವೆ ಸರಕುಗಳನ್ನು ಸಾಗಿಸಲು ಟ್ರಕ್ಗಳನ್ನು ಸುರಕ್ಷಿತವಾಗಿ ನಿರ್ವಹಿಸಿ. ಸ್ಥಾಪಿತ ಮಾರ್ಗಗಳು ಮತ್ತು ನಿಯಮಗಳಿಗೆ ಅಂಟಿಕೊಳ್ಳುವಾಗ ಸಮಯೋಚಿತ ವಿತರಣೆಗಳನ್ನು ಖಚಿತಪಡಿಸಿಕೊಳ್ಳಿ ವಾಹನದ ಸ್ಥಿತಿಯನ್ನು ಮೇಲ್ವಿಚಾರಣೆ ಮಾಡಿ, ಸಣ್ಣ ರಿಪೇರಿ ನಿರ್ವಹಿಸಿ ಮತ್ತು ಸಂಬಂಧಿತ ದಾಖಲಾತಿಗಳನ್ನು ನಿರ್ವಹಿಸಿ. ಸುಗಮ ಕಾರ್ಯಾಚರಣೆಗಳಿಗಾಗಿ ರವಾನಿಸುವವರು, ಗ್ರಾಹಕರು ಮತ್ತು ಸರಬರಾಜು ಸರಪಳಿ ಸಿಬ್ಬಂದಿಗಳೊಂದಿಗೆ ಸಂವಹನ ಮಾಡಿ.",ಮೈಕ್ ಜಾನ್ಸನ್: ಸ್ವಿಫ್ಟ್ ಟ್ರಾನ್ಸ್ಪೋರ್ಟ್ಗಾಗಿ ದೇಶಾದ್ಯಂತ ಸರಕುಗಳನ್ನು ಸಾಗಿಸುವ 12 ವರ್ಷಗಳ ಕಾಲ ಋತುವಿತ ಟ್ರಕ್ ಡ್ರೈವರ್. 100% ಸುರಕ್ಷತಾ ದಾಖಲೆಯನ್ನು ನಿರ್ವಹಿಸಿದೆ ಮತ್ತು ವಿತರಣಾ ಗಡುವನ್ನು ಸ್ಥಿರವಾಗಿ ಪೂರೈಸಿದೆ. ಸುಧಾರಿತ ನ್ಯಾವಿಗೇಷನ್ ಸಾಫ್ಟ್ವೇರ್ ಮತ್ತು ವಾಹನ ನಿರ್ವಹಣೆಯಲ್ಲಿ ಪ್ರವೀಣ. ಪರಿಪೂರ್ಣ ಹಾಜರಾತಿ ಮತ್ತು ಕರ್ತವ್ಯಕ್ಕೆ ಬದ್ಧತೆಗಾಗಿ ಎರಡು ಬಾರಿ ಗುರುತಿಸಲಾಗಿದೆ.
Truck Drivers,ko,"트럭을 안전하게 작동하여 지정된 위치 간에 물품을 운송합니다.정해진 경로와 규정을 준수하면서 적시 배송을 보장하세요.차량 상태를 모니터링하고, 사소한 수리를 수행하고, 관련 문서를 유지 관리합니다.원활한 운영을 위해 디스패처, 고객 및 공급망 담당자와 소통하세요.",마이크 존슨 (Mike Johnson): 12년 동안 Swift Transports를 위해 전국으로 물품을 운송한 노련한 트럭 운전사.100% 안전 기록을 유지하고 배송 기한을 지속적으로 준수했습니다.고급 내비게이션 소프트웨어 및 차량 유지 관리에 능숙합니다.완벽한 출석 및 근무 헌신으로 두 번 인정 받았습니다.
Truck Drivers,lv,"Droši ekspluatējiet kravas automašīnas, lai pārvadātu kravas starp noteiktajām vietām. Nodrošiniet savlaicīgas piegādes, vienlaikus ievērojot noteiktos maršrutus un noteikumus. Pārraugiet transportlīdzekļa stāvokli, veiciet nelielus remontus un uzturējiet atbilstošo dokumentāciju. Lai nodrošinātu vienmērīgu darbību, sazinieties ar dispečeriem, klientiem un piegādes ķēdes personālu.","Maiks Džonsons: pieredzējis kravas automašīnas vadītājs, kurš 12 gadus pārvadāja kravas visā valstī Swift Transports. Uzturēja 100% drošības ierakstu un konsekventi ievēroja piegādes termiņus. Prasmīgi uzlabotas navigācijas programmatūras un transportlīdzekļu apkopes jomā. Divreiz atzīts par perfektu apmeklējumu un apņemšanos pildīt pienākumus."
Truck Drivers,lt,"Saugiai eksploatuoti sunkvežimius kroviniams gabenti tarp nurodytų vietų. Užtikrinkite pristatymą laiku, laikydamiesi nustatytų maršrutų ir taisyklių. Stebėkite transporto priemonės būklę, atlikite smulkius remonto darbus ir tvarkykite atitinkamus dokumentus. Bendraukite su dispečeriais, klientais ir tiekimo grandinės personalu, kad veiktų sklandžiai.","Mike'as Johnsonas: patyręs sunkvežimio vairuotojas, 12 metų gabenantis prekes visoje šalyje “Swift Transports”. Išlaikė 100% saugos įrašą ir nuosekliai laikėsi pristatymo terminų. Įgudę pažangią navigacijos programinę įrangą ir transporto priemonių techninę priežiūrą. Du kartus pripažintas už tobulą lankomumą ir įsipareigojimą eiti pareigas."
Truck Drivers,ms,"Mengendalikan trak dengan selamat untuk mengangkut barang antara lokasi tertentu. Pastikan penghantaran tepat pada masanya sambil mematuhi laluan dan peraturan yang ditetapkan. Pantau keadaan kenderaan, lakukan pembaikan kecil, dan mengekalkan dokumentasi yang berkaitan. Berkomunikasi dengan penghantar, pelanggan, dan kakitangan rantaian bekalan untuk operasi yang lancar.",Mike Johnson: Pemandu Lori Berpengalaman dengan 12 tahun mengangkut barang ke seluruh negara untuk Swift Transports. Mengekalkan rekod keselamatan 100% dan memenuhi tarikh akhir penghantaran secara konsisten. Mahir dalam perisian navigasi lanjutan dan penyelenggaraan kenderaan. Dua kali diiktiraf kerana kehadiran yang sempurna dan komitmen terhadap tugas.
Truck Drivers,ml,"നിശ്ചിത സ്ഥലങ്ങൾക്കിടയിൽ ചരക്കുകൾ കൊണ്ടുപോകാൻ ട്രക്കുകൾ സുരക്ഷിതമായി പ്രവർത്തിപ്പിക്കുക. സ്ഥാപിത റൂട്ടുകളും നിയന്ത്രണങ്ങളും പാലിക്കുമ്പോൾ സമയബന്ധിതമായ ഡെലിവറികൾ ഉറപ്പാക്കുക. വാഹനത്തിന്റെ അവസ്ഥ നിരീക്ഷിക്കുക, ചെറിയ അറ്റകുറ്റപ്പണികൾ നടത്തുക, പ്രസക്തമായ ഡോക്യുമെന്റേഷൻ പരിപാലിക്കുക. സുഗമമായ പ്രവർത്തനങ്ങൾക്കായി ഡിസ്പാച്ചറുകൾ, ഉപഭോക്താക്കൾ, സപ്ലൈ ചെയിൻ ഉദ്യോഗസ്ഥർ എന്നിവരുമായി ആശയവിനിമയം നടത്തുക.",മൈക്ക് ജോൺസൺ: സ്വിഫ്റ്റ് ട്രാൻസ്പോർട്ടിനായി രാജ്യത്തുടനീളം സാധനങ്ങൾ കൊണ്ടുപോകുന്ന 12 വർഷവുമായി പരിചയസമ്പന്നനായ ട്രക്ക് ഡ്രൈവർ. 100% സുരക്ഷാ റെക്കോർഡ് നിലനിർത്തുകയും ഡെലിവറി സമയപരിധി സ്ഥിരമായി പാലിക്കുകയും ചെയ്തു. നൂതന നാവിഗേഷൻ സോഫ്റ്റ്വെയറിലും വാഹന അറ്റകുറ്റപ്പണികളിലും പ്രാവീണ്യം. തികഞ്ഞ ഹാജറിനും ഡ്യൂട്ടിയോടുള്ള പ്രതിബദ്ധതയ്ക്കും രണ്ടുതവണ അംഗീകാരം ലഭിച്ചു.
Truck Drivers,mr,"निर्दिष्ट ठिकाणांमधील वस्तू वाहतूक करण्यासाठी स्थापित मार्ग आणि नियमांचे पालन करत असताना वेळेवर वाहनांच्या स्थितीचे निरीक्षण करा, छोट्या दुरुस्ती करा आणि संब गुळगुळीत ऑपरेशन्ससाठी डिस्पॅचर्स, ग्राहक आणि पुरवठा",माईक जॉन्सन: स्विफ्ट ट्रान्सपोर्टसाठी देशभरातील माल वाहतूक 12 वर्षां 100% सुरक्षा रेकॉर्ड राखून ठेवला आणि वितरण मुदत प्रगत नेव्हिगेशन सॉफ्टवेअर आणि वाहन देखभा परिपूर्ण उपस्थिती आणि कर्तव्यासाठी वचनबद्धत
Truck Drivers,no,"Bruk lastebiler trygt for å transportere varer mellom spesifiserte steder. Sørg for rettidige leveranser mens du overholder etablerte ruter og forskrifter. Overvåk kjøretøyets tilstand, utfør mindre reparasjoner og vedlikehold relevant dokumentasjon. Kommuniser med utsendere, kunder og forsyningskjedepersonell for jevn drift.",Mike Johnson: Erfarne lastebilsjåfør med 12 år med å transportere varer over hele landet for Swift Transports. Opprettholdt en 100% sikkerhetsrekord og konsekvent overholdt leveringsfrister. Dyktig i avansert navigasjonsprogramvare og vedlikehold av kjøretøy. To ganger anerkjent for perfekt oppmøte og forpliktelse til plikt.
Truck Drivers,fa,با خیال راحت کامیون ها را برای حمل کالا بین مکان های مشخص استفاده کنید. هنگام رعایت مسیرها و مقررات تعیین شده، از تحویل به موقع اطمینان حاصل کنید. نظارت بر وضعیت خودرو، انجام تعمیرات جزئی و نگهداری اسناد مربوطه. برای عملیات روان با توزیع کنندگان، مشتریان و پرسنل زنجیره تامین ارتباط برقرار کنید.,مایک جانسون: راننده کامیون باتجربه با 12 سال حمل کالا در سراسر کشور برای Swift Transports. سوابق ایمنی 100٪ را حفظ کرده و به طور مداوم مهلت تحویل را رعایت کرد. مهارت در نرم افزار پیشرفته ناوبری و تعمیر و نگهداری وسایل نقلیه. دو بار به دلیل حضور کامل و تعهد به وظیفه شناخته شده است.
Truck Drivers,ps,په خوندي توګه د ځایونو ترمنځ د توکو د ترانسپورټ لپاره د تاسیس شوي لارو او مقررات سره د تعقیب کولو په داسې حال کې وخت د ګاډو حالت څارنه، لږ ترمیم ترسره کړئ، او اړونده اسناد ساتل د سموم عملیاتو لپاره د لیږدونکو، پیرودونکو او د عرضه زنجیره پرسنل سره اړیکه,مايک جانسن: د سویفټ ټرانسپورټ لپاره په ټول هېواد کې د 12 کلونو سره د توکو ترانسپورټ کولو سره د 100٪ خوندیتوب ریکارډ ساتل شوی او په دوامداره توګه د په پرمختللي نیویګریشن سافټویر او د موټرو ساتلو کې مهارت د بشپړ حاضر او دندې ته ژمنې لپاره دوه ځله پیژند
Truck Drivers,pl,"Bezpiecznie obsługiwać ciężarówki do transportu towarów między określonymi lokalizacjami. Zapewnij terminowe dostawy przy jednoczesnym przestrzeganiu ustalonych tras i przepisów. Monitoruj stan pojazdu, wykonuj drobne naprawy i utrzymuj odpowiednią dokumentację. Komunikuj się z dyspozytorami, klientami i personelem łańcucha dostaw w celu sprawnego funkcjonowania.","Mike Johnson: doświadczony kierowca ciężarówki, który 12 lat przewoził towary w całym kraju dla Swift Transports. Utrzymał 100% rejestr bezpieczeństwa i konsekwentnie dotrzymał terminów dostaw. Biegły w zaawansowanym oprogramowaniu nawigacyjnym i konserwacji pojazdów. Dwukrotnie uznawany za doskonałą obecność i zaangażowanie w służbę."
Truck Drivers,pt,"Opere caminhões com segurança para transportar mercadorias entre locais específicos. Garanta entregas em tempo hábil, respeitando as rotas e regulamentos estabelecidos. Monitore a condição do veículo, realize pequenos reparos e mantenha a documentação relevante. Comunique-se com despachantes, clientes e pessoal da cadeia de suprimentos para operações tranquilas.",Mike Johnson: Motorista de caminhão experiente com 12 anos transportando mercadorias em todo o país para a Swift Transports. Manteve um registro de 100% de segurança e cumpriu os prazos de entrega de forma consistente. Proficiente em software avançado de navegação e manutenção de veículos. Duas vezes reconhecido pelo atendimento perfeito e pelo compromisso com o dever.
Truck Drivers,pa,"ਨਿਰਧਾਰਤ ਸਥਾਨਾਂ ਵਿਚਕਾਰ ਮਾਲ ਲਿਜਾਣ ਲਈ ਟਰੱਕਾਂ ਨੂੰ ਸੁਰੱਖਿਅਤ ਢੰਗ ਨਾਲ ਚਲਾ ਸਥਾਪਤ ਰੂਟਾਂ ਅਤੇ ਨਿਯਮਾਂ ਦੀ ਪਾਲਣਾ ਕਰਦੇ ਹੋਏ ਸਮੇਂ ਸਿਰ ਸਪੁਰਦਗੀ ਨੂੰ ਯਕੀਨੀ ਵਾਹਨ ਦੀ ਸਥਿਤੀ ਦੀ ਨਿਗਰਾਨੀ ਕਰੋ, ਮਾਮੂਲੀ ਮੁਰੰਮਤ ਕਰੋ, ਅਤੇ ਸੰਬੰਧਿਤ ਦਸਤਾਵੇਜ਼ਾਂ ਨੂੰ ਬਣਾ ਨਿਰਵਿਘਨ ਕਾਰਜਾਂ ਲਈ ਭੇਜਣ ਵਾਲਿਆਂ, ਗਾਹਕਾਂ ਅਤੇ ਸਪਲਾਈ ਚੇਨ ਕਰਮਚਾਰੀਆਂ ਨਾਲ ਸੰਚਾਰ ਕਰੋ.",ਮਾਈਕ ਜਾਨਸਨ: ਸਵਿਫਟ ਟ੍ਰਾਂਸਪੋਰਟ ਲਈ ਦੇਸ਼ ਭਰ ਵਿੱਚ ਮਾਲ ਲਿਜਾਣ ਵਾਲੇ 12 ਸਾਲਾਂ ਦੇ ਤਜਰਬੇਕਾਰ ਟਰੱਕ ਡਰਾਈਵਰ। 100% ਸੁਰੱਖਿਆ ਰਿਕਾਰਡ ਬਣਾਈ ਰੱਖਿਆ ਅਤੇ ਨਿਰੰਤਰ ਸਪੁਰਦਗੀ ਦੀ ਸਮਾਂ-ਸੀਮਾ ਉੱਨਤ ਨੈਵੀਗੇਸ਼ਨ ਸੌਫਟਵੇਅਰ ਅਤੇ ਵਾਹਨ ਰੱਖ-ਰਖਾਅ ਵਿੱਚ ਨਿਪੁੰਨ ਪੂਰੀ ਹਾਜ਼ਰੀ ਅਤੇ ਡਿਊਟੀ ਪ੍ਰਤੀ ਵਚਨਬੱਧਤਾ ਲਈ ਦੋ ਵਾਰ ਮਾਨਤਾ ਪ੍ਰਾਪਤ
Truck Drivers,ro,"Operați în siguranță camioane pentru a transporta mărfuri între locațiile specificate. Asigurați livrări la timp, respectând rutele și reglementările stabilite. Monitorizați starea vehiculului, efectuați reparații minore și mențineți documentația relevantă. Comunicați cu dispecerii, clienții și personalul lanțului de aprovizionare pentru operațiuni fără probleme.",Mike Johnson: Șofer de camion experimentat cu 12 ani de transport de mărfuri în toată țara pentru Swift Transports. A menținut un record de siguranță de 100% și a respectat în mod constant termenele de livrare. Competent în software-ul avansat de navigație și întreținerea vehiculelor. Recunoscut de două ori pentru prezența perfectă și angajamentul față de datorie.
Truck Drivers,ru,"Безопасное управление грузовиками для перевозки товаров между указанными местами. Обеспечьте своевременную доставку, соблюдая установленные маршруты и правила. Контролируйте состояние автомобиля, выполняйте мелкий ремонт и сохраняйте соответствующую документацию. Общайтесь с диспетчерами, клиентами и персоналом цепочки поставок для обеспечения бесперебойной работы.",Майк Джонсон: опытный водитель грузовика с 12-летним стажем перевозит товары по всей стране для Swift Transports. Обеспечил 100-процентный уровень безопасности и стабильно соблюдал сроки доставки. Владеет передовым навигационным программным обеспечением и техническим обслуживанием автомобилей. Дважды признана за отличную посещаемость и преданность долгу службы.
Truck Drivers,sr,"Bezbedno upravljajte kamionima za prevoz robe između određenih lokacija. Obezbedite pravovremene isporuke uz poštovanje utvrđenih ruta i propisa. Pratite stanje vozila, izvršite manje popravke i održavajte relevantnu dokumentaciju. Komunicirajte sa dispečerima, kupcima i osobljem lanca snabdevanja radi nesmetanog rada.",Mike Johnson: Iskusni vozač kamiona sa 12 godina prevozio robu širom zemlje za Svift Transports. Održavao je 100% sigurnosnu evidenciju i dosledno poštovao rokove isporuke. Poseban u naprednom navigacionom softveru i održavanju vozila. Dva puta prepoznat po savršenom prisustvu i posvećenosti dužnosti.
Truck Drivers,si,"නිශ්චිත ස්ථාන අතර භාණ්ඩ ප්රවාහනය කිරීම සඳහා ට්රක් රථ ආරක්ෂිතව ක්රියාත්මක කරන්න. ස්ථාපිත මාර්ග සහ රෙගුලාසි අනුගමනය කරමින් කාලෝචිත බෙදාහැරීම් සහතික කරන්න. වාහන තත්වය නිරීක්ෂණය කිරීම, සුළු අලුත්වැඩියාවන් සිදු කිරීම සහ අදාළ ලියකියවිලි නඩත්තු කිරීම. සුමට මෙහෙයුම් සඳහා පිටත් කරන්නන්, ගනුදෙනුකරුවන් සහ සැපයුම් දාම නිලධාරීන් සමඟ සන්නිවේදනය කරන්න.",මයික් ජොන්සන්: ස්විෆ්ට් ට්රාන්ස්පෝර්ට්ස් සඳහා රට පුරා භාණ්ඩ ප්රවාහනය කරමින් වසර 12 ක් සමඟ පළපුරුදු ට්රක් රිය 100% ආරක්ෂිත වාර්තාවක් පවත්වා ගෙන ගිය අතර බෙදා හැරීමේ කාලසීමාවන් නිරන්තරයෙන් සපුරා ඇත. උසස් නාවික මෘදුකාංග සහ වාහන නඩත්තුව පිළිබඳ ප්රවීණත්වය. පරිපූර්ණ පැමිණීම සහ රාජකාරියට කැපවීම සඳහා දෙවරක් පිළිගැනේ.
Truck Drivers,sk,"Bezpečne prevádzkujte nákladné vozidlá na prepravu tovaru medzi určenými miestami. Zabezpečte včasné dodávky pri dodržiavaní stanovených trás a predpisov. Monitorujte stav vozidla, vykonávajte drobné opravy a udržiavajte príslušnú dokumentáciu. Komunikujte s dispečermi, zákazníkmi a personálom dodávateľského reťazca pre hladkú prevádzku.",Mike Johnson: Skúsený vodič nákladného vozidla s 12-ročnou prepravou tovaru po celej krajine pre Swift Transports. Udržiavali 100% bezpečnostné záznamy a dôsledne dodržali dodacie termíny. Znalý v pokročilom navigačnom softvéri a údržbe vozidiel. Dvakrát uznaný za dokonalú účasť a oddanosť povinnostiam.
Truck Drivers,sl,"Varno upravljajte tovornjake za prevoz blaga med določenimi lokacijami. Zagotovite pravočasne dostave ob upoštevanju ustaljenih poti in predpisov. Spremljajte stanje vozila, opravite manjša popravila in vzdržujte ustrezno dokumentacijo. Komunicirajte z dispečerji, strankami in osebjem dobavne verige za nemoteno delovanje.",Mike Johnson: izkušen voznik tovornjaka z 12 leti prevažal blago po vsej državi za Swift Transports. Vzdržal je 100-odstotno varnostno evidenco in dosledno izpolnjeval roke dostave. Poznava napredno navigacijsko programsko opremo in vzdrževanje vozil. Dvakrat priznan za popolno udeležbo in zavezanost dolžnosti.
Truck Drivers,es,"Opere camiones de forma segura para transportar mercancías entre ubicaciones específicas. Garantice las entregas puntuales y, al mismo tiempo, cumpla con las rutas y regulaciones establecidas. Supervise el estado del vehículo, realice reparaciones menores y conserve la documentación pertinente. Comuníquese con los despachadores, los clientes y el personal de la cadena de suministro para que las operaciones sean fluidas.",Mike Johnson: conductor de camión experimentado con 12 años transportando mercancías por todo el país para Swift Transports. Mantuvo un registro de seguridad del 100% y cumplió consistentemente con los plazos de entrega. Competente en software de navegación avanzado y mantenimiento de vehículos. Reconocido dos veces por su perfecta asistencia y compromiso con el deber.
Truck Drivers,sw,"Inafanya malori salama kusafirisha bidhaa kati ya maeneo maalum. Hakikisha utoaji wa wakati unapozingatia njia na kanuni zilizowekwa. Fuatilia hali ya gari, fanya matengenezo madogo, na kudumisha nyaraka zinazofaa. Wasiliana na watumaji, wateja, na wafanyikazi wa ugavi kwa shughuli laini.",Mike Johnson: Dereva wa Lori aliye na miaka 12 kusafirisha bidhaa kote nchini kwa Usafirishaji wa Swift. Ilidumisha rekodi ya usalama ya 100% na kutimiza mara kwa mara tarehe za utoaji. Mwenye ujuzi katika programu ya hali ya juu ya urambazaji na matengenezo ya gari. Kutambuliwa mara mbili kwa mahudhurio kamili na kujitolea kwa wajibu.
Truck Drivers,sv,"Använd lastbilar säkert för att transportera gods mellan angivna platser. Säkerställ snabba leveranser samtidigt som du följer etablerade rutter och regler. Övervaka fordonets skick, utföra mindre reparationer och underhålla relevant dokumentation. Kommunicera med avsändare, kunder och personal i leveranskedjan för smidig drift.",Mike Johnson: Erfaren lastbilschaufför med 12 år med att transportera gods över hela landet för Swift Transports. Upprätthöll en 100% säkerhetsrekord och följde konsekvent leveransfrister. Kunnig i avancerad navigationsprogramvara och fordonsunderhåll. Två gånger erkänd för perfekt närvaro och engagemang för plikt.
Truck Drivers,tl,"Ligtas na patakbuhin ang mga trak upang maihatid ang mga kalakal sa pagitan Tiyakin ang mga napapanahong paghahatid habang sumusunod sa mga itinatag na ruta Subaybayan ang kondisyon ng sasakyan, magsagawa ng maliit na pag-aayos, at mapanatili ang nauugn Makipag-usap sa mga ipadala, customer, at mga tauhan ng supply chain para sa maayos na operasyon.",Mike Johnson: Seasonal Truck Driver na may 12 taon na nagdadala ng mga kalakal sa buong bansa para sa Swift Transports. Pinanatili ang isang 100% na record ng kaligtasan at patuloy na natugunan ang mga deadline May kasanayan sa advanced na software ng nabigasyon at pagpapanatili ng sasakyan. Dalawang beses na kinilala para sa perpektong pagdalo at pangako sa tungkulin
